,SSBS,SSB,MaxAbundance,TotalAbundance,RescaledAbundance,Sample_midpoint,Latitude,Longitude,Study_common_taxon,Predominant_land_use,Max_linear_extent_metres,geometry
9394,HW1_2007__Chapman 1 1 2,HW1_2007__Chapman 1 1,60.0,11.0,0.18333333333333332,2000-06-12,45.4625,-93.668,Aves,Primary vegetation,200.0,POINT (-93.668 45.4625)
9408,HW1_2007__Chapman 1 1 16,HW1_2007__Chapman 1 1,60.0,19.0,0.31666666666666665,2000-06-12,45.4645,-93.662,Aves,Primary vegetation,200.0,POINT (-93.662 45.4645)
9393,HW1_2007__Chapman 1 1 1,HW1_2007__Chapman 1 1,60.0,17.0,0.2833333333333333,2000-06-12,45.46483,-93.66783,Aves,Primary vegetation,200.0,POINT (-93.66783 45.46483)
9586,HW1_2007__Chapman 1 6 194,HW1_2007__Chapman 1 6,60.0,19.0,0.31666666666666665,2000-06-12,45.48433,-92.85017,Aves,Primary vegetation,200.0,POINT (-92.85017 45.48433)
9576,HW1_2007__Chapman 1 6 184,HW1_2007__Chapman 1 6,60.0,23.0,0.38333333333333336,2000-06-12,45.486,-92.85083,Aves,Cropland,200.0,POINT (-92.85083 45.486)
9568,HW1_2007__Chapman 1 6 176,HW1_2007__Chapman 1 6,60.0,18.0,0.3,2000-06-12,45.48717,-92.8725,Aves,Cropland,200.0,POINT (-92.8725 45.48717)
2603,AD1_2011__Richards 2  6,AD1_2011__Richards 2 ,2336.7272727272725,911.5555555555554,0.39009924957637376,2003-08-04,43.126783,-79.231396,Hymenoptera,Young secondary vegetation,141.42135623731,POINT (-79.231396 43.126783)
2609,AD1_2011__Richards 3  6,AD1_2011__Richards 3 ,568.0,374.0,0.6584507042253521,2003-08-04,43.126783,-79.231396,Hymenoptera,Young secondary vegetation,141.42135623731,POINT (-79.231396 43.126783)
2597,AD1_2011__Richards 1  6,AD1_2011__Richards 1 ,1726.857142857143,584.0,0.3381866313699537,2003-08-06,43.126783,-79.231396,Hymenoptera,Young secondary vegetation,141.42135623731,POINT (-79.231396 43.126783)
2162,AD1_2011__Cameron 1  142,AD1_2011__Cameron 1 ,238.0,81.22222222222223,0.3412698412698413,2009-07-12,43.2022,-78.82959,Hymenoptera,Cannot decide,,POINT (-78.82959 43.2022)
16767,SC1_2012__GendreauBerthiaume 1 2 8,SC1_2012__GendreauBerthiaume 1 2,27.0,12.0,0.4444444444444444,2008-07-01,47.25111611111111,-79.14450000000001,Tracheophyta,Primary vegetation,21.9089023002066,POINT (-79.14450000000001 47.25111611111111)
16771,SC1_2012__GendreauBerthiaume 1 3 12,SC1_2012__GendreauBerthiaume 1 3,27.0,14.0,0.5185185185185185,2008-07-01,47.25942777777778,-79.14894166666667,Tracheophyta,Primary vegetation,21.9089023002066,POINT (-79.14894166666667 47.25942777777778)
16770,SC1_2012__GendreauBerthiaume 1 3 11,SC1_2012__GendreauBerthiaume 1 3,27.0,10.0,0.37037037037037035,2008-07-01,47.25975555555556,-79.15115,Tracheophyta,Primary vegetation,21.9089023002066,POINT (-79.15115 47.25975555555556)
16766,SC1_2012__GendreauBerthiaume 1 2 7,SC1_2012__GendreauBerthiaume 1 2,27.0,11.0,0.4074074074074074,2008-07-01,47.26231111111111,-79.14874722222223,Tracheophyta,Primary vegetation,21.9089023002066,POINT (-79.14874722222223 47.26231111111111)
16761,SC1_2012__GendreauBerthiaume 1 1 2,SC1_2012__GendreauBerthiaume 1 1,27.0,11.0,0.4074074074074074,2008-07-01,47.26504722222222,-79.14636666666668,Tracheophyta,Intermediate secondary vegetation,21.9089023002066,POINT (-79.14636666666668 47.26504722222222)
16760,SC1_2012__GendreauBerthiaume 1 1 1,SC1_2012__GendreauBerthiaume 1 1,27.0,27.0,1.0,2008-07-01,47.26609722222222,-79.1451638888889,Tracheophyta,Intermediate secondary vegetation,21.9089023002066,POINT (-79.1451638888889 47.26609722222222)
16763,SC1_2012__GendreauBerthiaume 1 1 4,SC1_2012__GendreauBerthiaume 1 1,27.0,11.0,0.4074074074074074,2008-07-01,47.266533333333335,-79.14164444444445,Tracheophyta,Primary vegetation,21.9089023002066,POINT (-79.14164444444445 47.266533333333335)
16765,SC1_2012__GendreauBerthiaume 1 2 6,SC1_2012__GendreauBerthiaume 1 2,27.0,11.0,0.4074074074074074,2008-07-01,47.26679444444444,-79.15211666666667,Tracheophyta,Intermediate secondary vegetation,21.9089023002066,POINT (-79.15211666666667 47.26679444444444)
16764,SC1_2012__GendreauBerthiaume 1 2 5,SC1_2012__GendreauBerthiaume 1 2,27.0,16.0,0.5925925925925926,2008-07-01,47.269444444444446,-79.14859722222224,Tracheophyta,Intermediate secondary vegetation,21.9089023002066,POINT (-79.14859722222224 47.269444444444446)
16762,SC1_2012__GendreauBerthiaume 1 1 3,SC1_2012__GendreauBerthiaume 1 1,27.0,14.0,0.5185185185185185,2008-07-01,47.273580555555554,-79.14203333333334,Tracheophyta,Primary vegetation,21.9089023002066,POINT (-79.14203333333334 47.273580555555554)
16768,SC1_2012__GendreauBerthiaume 1 3 9,SC1_2012__GendreauBerthiaume 1 3,27.0,9.0,0.3333333333333333,2008-07-01,47.27748333333333,-79.15945555555557,Tracheophyta,Intermediate secondary vegetation,21.9089023002066,POINT (-79.15945555555557 47.27748333333333)
16769,SC1_2012__GendreauBerthiaume 1 3 10,SC1_2012__GendreauBerthiaume 1 3,27.0,13.0,0.48148148148148145,2008-07-01,47.27777222222222,-79.15743888888889,Tracheophyta,Intermediate secondary vegetation,21.9089023002066,POINT (-79.15743888888889 47.27777222222222)
21603,VK1_2008__Buddle 1 3 93,VK1_2008__Buddle 1 3,186.0,48.0,0.25806451612903225,2004-07-05,48.47286,-79.42957,Araneae,Plantation forest,0.7,POINT (-79.42957 48.47286)
21604,VK1_2008__Buddle 1 3 94,VK1_2008__Buddle 1 3,186.0,57.0,0.3064516129032258,2004-07-05,48.47286,-79.42957,Araneae,Plantation forest,0.7,POINT (-79.42957 48.47286)
21605,VK1_2008__Buddle 1 3 95,VK1_2008__Buddle 1 3,186.0,28.0,0.15053763440860216,2004-07-05,48.47286,-79.42957,Araneae,Plantation forest,0.7,POINT (-79.42957 48.47286)
21606,VK1_2008__Buddle 1 3 96,VK1_2008__Buddle 1 3,186.0,41.0,0.22043010752688172,2004-07-05,48.47286,-79.42957,Araneae,Plantation forest,0.7,POINT (-79.42957 48.47286)
21607,VK1_2008__Buddle 1 3 97,VK1_2008__Buddle 1 3,186.0,40.0,0.21505376344086022,2004-07-05,48.47286,-79.42957,Araneae,Plantation forest,0.7,POINT (-79.42957 48.47286)
21609,VK1_2008__Buddle 1 3 99,VK1_2008__Buddle 1 3,186.0,35.0,0.1881720430107527,2004-07-05,48.47286,-79.42957,Araneae,Plantation forest,0.7,POINT (-79.42957 48.47286)
21610,VK1_2008__Buddle 1 3 100,VK1_2008__Buddle 1 3,186.0,25.0,0.13440860215053763,2004-07-05,48.47286,-79.42957,Araneae,Plantation forest,0.7,POINT (-79.42957 48.47286)
21601,VK1_2008__Buddle 1 3 91,VK1_2008__Buddle 1 3,186.0,39.0,0.20967741935483872,2004-07-05,48.47286,-79.42957,Araneae,Plantation forest,0.7,POINT (-79.42957 48.47286)
21602,VK1_2008__Buddle 1 3 92,VK1_2008__Buddle 1 3,186.0,58.0,0.3118279569892473,2004-07-05,48.47286,-79.42957,Araneae,Plantation forest,0.7,POINT (-79.42957 48.47286)
21608,VK1_2008__Buddle 1 3 98,VK1_2008__Buddle 1 3,186.0,61.0,0.3279569892473118,2004-07-05,48.47286,-79.42957,Araneae,Plantation forest,0.7,POINT (-79.42957 48.47286)
21627,VK1_2008__Buddle 1 3 117,VK1_2008__Buddle 1 3,186.0,34.0,0.1827956989247312,2004-07-05,48.47328,-79.4228,Araneae,Plantation forest,0.7,POINT (-79.4228 48.47328)
21621,VK1_2008__Buddle 1 3 111,VK1_2008__Buddle 1 3,186.0,35.0,0.1881720430107527,2004-07-05,48.47328,-79.4228,Araneae,Plantation forest,0.7,POINT (-79.4228 48.47328)
21626,VK1_2008__Buddle 1 3 116,VK1_2008__Buddle 1 3,186.0,58.0,0.3118279569892473,2004-07-05,48.47328,-79.4228,Araneae,Plantation forest,0.7,POINT (-79.4228 48.47328)
21625,VK1_2008__Buddle 1 3 115,VK1_2008__Buddle 1 3,186.0,53.0,0.2849462365591398,2004-07-05,48.47328,-79.4228,Araneae,Plantation forest,0.7,POINT (-79.4228 48.47328)
21630,VK1_2008__Buddle 1 3 120,VK1_2008__Buddle 1 3,186.0,29.0,0.15591397849462366,2004-07-05,48.47328,-79.4228,Araneae,Plantation forest,0.7,POINT (-79.4228 48.47328)
21624,VK1_2008__Buddle 1 3 114,VK1_2008__Buddle 1 3,186.0,24.0,0.12903225806451613,2004-07-05,48.47328,-79.4228,Araneae,Plantation forest,0.7,POINT (-79.4228 48.47328)
21623,VK1_2008__Buddle 1 3 113,VK1_2008__Buddle 1 3,186.0,40.0,0.21505376344086022,2004-07-05,48.47328,-79.4228,Araneae,Plantation forest,0.7,POINT (-79.4228 48.47328)
21628,VK1_2008__Buddle 1 3 118,VK1_2008__Buddle 1 3,186.0,42.0,0.22580645161290322,2004-07-05,48.47328,-79.4228,Araneae,Plantation forest,0.7,POINT (-79.4228 48.47328)
21629,VK1_2008__Buddle 1 3 119,VK1_2008__Buddle 1 3,186.0,25.0,0.13440860215053763,2004-07-05,48.47328,-79.4228,Araneae,Plantation forest,0.7,POINT (-79.4228 48.47328)
21622,VK1_2008__Buddle 1 3 112,VK1_2008__Buddle 1 3,186.0,55.0,0.2956989247311828,2004-07-05,48.47328,-79.4228,Araneae,Plantation forest,0.7,POINT (-79.4228 48.47328)
21618,VK1_2008__Buddle 1 3 108,VK1_2008__Buddle 1 3,186.0,90.0,0.4838709677419355,2004-07-05,48.47374,-79.42522,Araneae,Plantation forest,0.7,POINT (-79.42522 48.47374)
21619,VK1_2008__Buddle 1 3 109,VK1_2008__Buddle 1 3,186.0,43.0,0.23118279569892472,2004-07-05,48.47374,-79.42522,Araneae,Plantation forest,0.7,POINT (-79.42522 48.47374)
21611,VK1_2008__Buddle 1 3 101,VK1_2008__Buddle 1 3,186.0,117.0,0.6290322580645161,2004-07-05,48.47374,-79.42522,Araneae,Plantation forest,0.7,POINT (-79.42522 48.47374)
21614,VK1_2008__Buddle 1 3 104,VK1_2008__Buddle 1 3,186.0,186.0,1.0,2004-07-05,48.47374,-79.42522,Araneae,Plantation forest,0.7,POINT (-79.42522 48.47374)
21615,VK1_2008__Buddle 1 3 105,VK1_2008__Buddle 1 3,186.0,97.0,0.521505376344086,2004-07-05,48.47374,-79.42522,Araneae,Plantation forest,0.7,POINT (-79.42522 48.47374)
21616,VK1_2008__Buddle 1 3 106,VK1_2008__Buddle 1 3,186.0,49.0,0.26344086021505375,2004-07-05,48.47374,-79.42522,Araneae,Plantation forest,0.7,POINT (-79.42522 48.47374)
21617,VK1_2008__Buddle 1 3 107,VK1_2008__Buddle 1 3,186.0,57.0,0.3064516129032258,2004-07-05,48.47374,-79.42522,Araneae,Plantation forest,0.7,POINT (-79.42522 48.47374)
21612,VK1_2008__Buddle 1 3 102,VK1_2008__Buddle 1 3,186.0,117.0,0.6290322580645161,2004-07-05,48.47374,-79.42522,Araneae,Plantation forest,0.7,POINT (-79.42522 48.47374)
21613,VK1_2008__Buddle 1 3 103,VK1_2008__Buddle 1 3,186.0,43.0,0.23118279569892472,2004-07-05,48.47374,-79.42522,Araneae,Plantation forest,0.7,POINT (-79.42522 48.47374)
21620,VK1_2008__Buddle 1 3 110,VK1_2008__Buddle 1 3,186.0,47.0,0.25268817204301075,2004-07-05,48.47374,-79.42522,Araneae,Plantation forest,0.7,POINT (-79.42522 48.47374)
21600,VK1_2008__Buddle 1 3 90,VK1_2008__Buddle 1 3,186.0,40.0,0.21505376344086022,2004-07-05,48.4739,-79.43573,Araneae,Plantation forest,0.7,POINT (-79.43573 48.4739)
21598,VK1_2008__Buddle 1 3 88,VK1_2008__Buddle 1 3,186.0,33.0,0.1774193548387097,2004-07-05,48.4739,-79.43573,Araneae,Plantation forest,0.7,POINT (-79.43573 48.4739)
21591,VK1_2008__Buddle 1 3 81,VK1_2008__Buddle 1 3,186.0,19.0,0.10215053763440861,2004-07-05,48.4739,-79.43573,Araneae,Plantation forest,0.7,POINT (-79.43573 48.4739)
21599,VK1_2008__Buddle 1 3 89,VK1_2008__Buddle 1 3,186.0,58.0,0.3118279569892473,2004-07-05,48.4739,-79.43573,Araneae,Plantation forest,0.7,POINT (-79.43573 48.4739)
21594,VK1_2008__Buddle 1 3 84,VK1_2008__Buddle 1 3,186.0,20.0,0.10752688172043011,2004-07-05,48.4739,-79.43573,Araneae,Plantation forest,0.7,POINT (-79.43573 48.4739)
21592,VK1_2008__Buddle 1 3 82,VK1_2008__Buddle 1 3,186.0,33.0,0.1774193548387097,2004-07-05,48.4739,-79.43573,Araneae,Plantation forest,0.7,POINT (-79.43573 48.4739)
21593,VK1_2008__Buddle 1 3 83,VK1_2008__Buddle 1 3,186.0,12.0,0.06451612903225806,2004-07-05,48.4739,-79.43573,Araneae,Plantation forest,0.7,POINT (-79.43573 48.4739)
21596,VK1_2008__Buddle 1 3 86,VK1_2008__Buddle 1 3,186.0,11.0,0.05913978494623656,2004-07-05,48.4739,-79.43573,Araneae,Plantation forest,0.7,POINT (-79.43573 48.4739)
21595,VK1_2008__Buddle 1 3 85,VK1_2008__Buddle 1 3,186.0,22.0,0.11827956989247312,2004-07-05,48.4739,-79.43573,Araneae,Plantation forest,0.7,POINT (-79.43573 48.4739)
21597,VK1_2008__Buddle 1 3 87,VK1_2008__Buddle 1 3,186.0,5.0,0.026881720430107527,2004-07-05,48.4739,-79.43573,Araneae,Plantation forest,0.7,POINT (-79.43573 48.4739)
21578,VK1_2008__Buddle 1 2 68,VK1_2008__Buddle 1 2,186.0,11.0,0.05913978494623656,2004-07-05,48.4822,-79.40989,Araneae,Plantation forest,0.7,POINT (-79.40989 48.4822)
21580,VK1_2008__Buddle 1 2 70,VK1_2008__Buddle 1 2,186.0,33.0,0.1774193548387097,2004-07-05,48.4822,-79.40989,Araneae,Plantation forest,0.7,POINT (-79.40989 48.4822)
21571,VK1_2008__Buddle 1 2 61,VK1_2008__Buddle 1 2,186.0,31.0,0.16666666666666666,2004-07-05,48.4822,-79.40989,Araneae,Plantation forest,0.7,POINT (-79.40989 48.4822)
21579,VK1_2008__Buddle 1 2 69,VK1_2008__Buddle 1 2,186.0,33.0,0.1774193548387097,2004-07-05,48.4822,-79.40989,Araneae,Plantation forest,0.7,POINT (-79.40989 48.4822)
21577,VK1_2008__Buddle 1 2 67,VK1_2008__Buddle 1 2,186.0,41.0,0.22043010752688172,2004-07-05,48.4822,-79.40989,Araneae,Plantation forest,0.7,POINT (-79.40989 48.4822)
21576,VK1_2008__Buddle 1 2 66,VK1_2008__Buddle 1 2,186.0,51.0,0.27419354838709675,2004-07-05,48.4822,-79.40989,Araneae,Plantation forest,0.7,POINT (-79.40989 48.4822)
21574,VK1_2008__Buddle 1 2 64,VK1_2008__Buddle 1 2,186.0,17.0,0.0913978494623656,2004-07-05,48.4822,-79.40989,Araneae,Plantation forest,0.7,POINT (-79.40989 48.4822)
21573,VK1_2008__Buddle 1 2 63,VK1_2008__Buddle 1 2,186.0,19.0,0.10215053763440861,2004-07-05,48.4822,-79.40989,Araneae,Plantation forest,0.7,POINT (-79.40989 48.4822)
21572,VK1_2008__Buddle 1 2 62,VK1_2008__Buddle 1 2,186.0,37.0,0.1989247311827957,2004-07-05,48.4822,-79.40989,Araneae,Plantation forest,0.7,POINT (-79.40989 48.4822)
21575,VK1_2008__Buddle 1 2 65,VK1_2008__Buddle 1 2,186.0,37.0,0.1989247311827957,2004-07-05,48.4822,-79.40989,Araneae,Plantation forest,0.7,POINT (-79.40989 48.4822)
21564,VK1_2008__Buddle 1 2 54,VK1_2008__Buddle 1 2,186.0,18.0,0.0967741935483871,2004-07-05,48.48237,-79.41198,Araneae,Plantation forest,0.7,POINT (-79.41198 48.48237)
21565,VK1_2008__Buddle 1 2 55,VK1_2008__Buddle 1 2,186.0,33.0,0.1774193548387097,2004-07-05,48.48237,-79.41198,Araneae,Plantation forest,0.7,POINT (-79.41198 48.48237)
21561,VK1_2008__Buddle 1 2 51,VK1_2008__Buddle 1 2,186.0,40.0,0.21505376344086022,2004-07-05,48.48237,-79.41198,Araneae,Plantation forest,0.7,POINT (-79.41198 48.48237)
21570,VK1_2008__Buddle 1 2 60,VK1_2008__Buddle 1 2,186.0,10.0,0.053763440860215055,2004-07-05,48.48237,-79.41198,Araneae,Plantation forest,0.7,POINT (-79.41198 48.48237)
21569,VK1_2008__Buddle 1 2 59,VK1_2008__Buddle 1 2,186.0,18.0,0.0967741935483871,2004-07-05,48.48237,-79.41198,Araneae,Plantation forest,0.7,POINT (-79.41198 48.48237)
21568,VK1_2008__Buddle 1 2 58,VK1_2008__Buddle 1 2,186.0,10.0,0.053763440860215055,2004-07-05,48.48237,-79.41198,Araneae,Plantation forest,0.7,POINT (-79.41198 48.48237)
21562,VK1_2008__Buddle 1 2 52,VK1_2008__Buddle 1 2,186.0,17.0,0.0913978494623656,2004-07-05,48.48237,-79.41198,Araneae,Plantation forest,0.7,POINT (-79.41198 48.48237)
21563,VK1_2008__Buddle 1 2 53,VK1_2008__Buddle 1 2,186.0,9.0,0.04838709677419355,2004-07-05,48.48237,-79.41198,Araneae,Plantation forest,0.7,POINT (-79.41198 48.48237)
21566,VK1_2008__Buddle 1 2 56,VK1_2008__Buddle 1 2,186.0,18.0,0.0967741935483871,2004-07-05,48.48237,-79.41198,Araneae,Plantation forest,0.7,POINT (-79.41198 48.48237)
21567,VK1_2008__Buddle 1 2 57,VK1_2008__Buddle 1 2,186.0,44.0,0.23655913978494625,2004-07-05,48.48237,-79.41198,Araneae,Plantation forest,0.7,POINT (-79.41198 48.48237)
21551,VK1_2008__Buddle 1 2 41,VK1_2008__Buddle 1 2,186.0,4.0,0.021505376344086023,2004-07-05,48.48247,-79.41414,Araneae,Plantation forest,0.7,POINT (-79.41414 48.48247)
21556,VK1_2008__Buddle 1 2 46,VK1_2008__Buddle 1 2,186.0,21.0,0.11290322580645161,2004-07-05,48.48247,-79.41414,Araneae,Plantation forest,0.7,POINT (-79.41414 48.48247)
21552,VK1_2008__Buddle 1 2 42,VK1_2008__Buddle 1 2,186.0,10.0,0.053763440860215055,2004-07-05,48.48247,-79.41414,Araneae,Plantation forest,0.7,POINT (-79.41414 48.48247)
21559,VK1_2008__Buddle 1 2 49,VK1_2008__Buddle 1 2,186.0,16.0,0.08602150537634409,2004-07-05,48.48247,-79.41414,Araneae,Plantation forest,0.7,POINT (-79.41414 48.48247)
21553,VK1_2008__Buddle 1 2 43,VK1_2008__Buddle 1 2,186.0,8.0,0.043010752688172046,2004-07-05,48.48247,-79.41414,Araneae,Plantation forest,0.7,POINT (-79.41414 48.48247)
21554,VK1_2008__Buddle 1 2 44,VK1_2008__Buddle 1 2,186.0,21.0,0.11290322580645161,2004-07-05,48.48247,-79.41414,Araneae,Plantation forest,0.7,POINT (-79.41414 48.48247)
21555,VK1_2008__Buddle 1 2 45,VK1_2008__Buddle 1 2,186.0,5.0,0.026881720430107527,2004-07-05,48.48247,-79.41414,Araneae,Plantation forest,0.7,POINT (-79.41414 48.48247)
21560,VK1_2008__Buddle 1 2 50,VK1_2008__Buddle 1 2,186.0,12.0,0.06451612903225806,2004-07-05,48.48247,-79.41414,Araneae,Plantation forest,0.7,POINT (-79.41414 48.48247)
21557,VK1_2008__Buddle 1 2 47,VK1_2008__Buddle 1 2,186.0,8.0,0.043010752688172046,2004-07-05,48.48247,-79.41414,Araneae,Plantation forest,0.7,POINT (-79.41414 48.48247)
21558,VK1_2008__Buddle 1 2 48,VK1_2008__Buddle 1 2,186.0,19.0,0.10215053763440861,2004-07-05,48.48247,-79.41414,Araneae,Plantation forest,0.7,POINT (-79.41414 48.48247)
21584,VK1_2008__Buddle 1 2 74,VK1_2008__Buddle 1 2,186.0,11.0,0.05913978494623656,2004-07-05,48.48249,-79.40795,Araneae,Plantation forest,0.7,POINT (-79.40795 48.48249)
21585,VK1_2008__Buddle 1 2 75,VK1_2008__Buddle 1 2,186.0,3.0,0.016129032258064516,2004-07-05,48.48249,-79.40795,Araneae,Plantation forest,0.7,POINT (-79.40795 48.48249)
21583,VK1_2008__Buddle 1 2 73,VK1_2008__Buddle 1 2,186.0,9.0,0.04838709677419355,2004-07-05,48.48249,-79.40795,Araneae,Plantation forest,0.7,POINT (-79.40795 48.48249)
21582,VK1_2008__Buddle 1 2 72,VK1_2008__Buddle 1 2,186.0,3.0,0.016129032258064516,2004-07-05,48.48249,-79.40795,Araneae,Plantation forest,0.7,POINT (-79.40795 48.48249)
21581,VK1_2008__Buddle 1 2 71,VK1_2008__Buddle 1 2,186.0,5.0,0.026881720430107527,2004-07-05,48.48249,-79.40795,Araneae,Plantation forest,0.7,POINT (-79.40795 48.48249)
21586,VK1_2008__Buddle 1 2 76,VK1_2008__Buddle 1 2,186.0,5.0,0.026881720430107527,2004-07-05,48.48249,-79.40795,Araneae,Plantation forest,0.7,POINT (-79.40795 48.48249)
21587,VK1_2008__Buddle 1 2 77,VK1_2008__Buddle 1 2,186.0,9.0,0.04838709677419355,2004-07-05,48.48249,-79.40795,Araneae,Plantation forest,0.7,POINT (-79.40795 48.48249)
21588,VK1_2008__Buddle 1 2 78,VK1_2008__Buddle 1 2,186.0,10.0,0.053763440860215055,2004-07-05,48.48249,-79.40795,Araneae,Plantation forest,0.7,POINT (-79.40795 48.48249)
21589,VK1_2008__Buddle 1 2 79,VK1_2008__Buddle 1 2,186.0,13.0,0.06989247311827956,2004-07-05,48.48249,-79.40795,Araneae,Plantation forest,0.7,POINT (-79.40795 48.48249)
21590,VK1_2008__Buddle 1 2 80,VK1_2008__Buddle 1 2,186.0,13.0,0.06989247311827956,2004-07-05,48.48249,-79.40795,Araneae,Plantation forest,0.7,POINT (-79.40795 48.48249)
21544,VK1_2008__Buddle 1 1 34,VK1_2008__Buddle 1 1,186.0,16.0,0.08602150537634409,2004-07-05,48.48404,-79.42201,Araneae,Plantation forest,0.7,POINT (-79.42201 48.48404)
21542,VK1_2008__Buddle 1 1 32,VK1_2008__Buddle 1 1,186.0,14.0,0.07526881720430108,2004-07-05,48.48404,-79.42201,Araneae,Plantation forest,0.7,POINT (-79.42201 48.48404)
21543,VK1_2008__Buddle 1 1 33,VK1_2008__Buddle 1 1,186.0,10.0,0.053763440860215055,2004-07-05,48.48404,-79.42201,Araneae,Plantation forest,0.7,POINT (-79.42201 48.48404)
21550,VK1_2008__Buddle 1 1 40,VK1_2008__Buddle 1 1,186.0,7.0,0.03763440860215054,2004-07-05,48.48404,-79.42201,Araneae,Plantation forest,0.7,POINT (-79.42201 48.48404)
2340,AD1_2011__Cameron 2  141,AD1_2011__Cameron 2 ,612.0,92.0,0.1503267973856209,2009-07-09,41.72003,-115.88476,Hymenoptera,Cannot decide,,POINT (-115.88476 41.72003)
2305,AD1_2011__Cameron 2  106,AD1_2011__Cameron 2 ,612.0,28.0,0.0457516339869281,2008-08-26,41.79013,-115.47797,Hymenoptera,Cannot decide,,POINT (-115.47797 41.79013)
2306,AD1_2011__Cameron 2  107,AD1_2011__Cameron 2 ,612.0,100.0,0.16339869281045752,2008-08-26,41.79484,-115.4893,Hymenoptera,Cannot decide,,POINT (-115.4893 41.79484)
2252,AD1_2011__Cameron 2  53,AD1_2011__Cameron 2 ,612.0,93.6,0.15294117647058822,2008-07-01,41.94909,-113.34954,Hymenoptera,Cannot decide,,POINT (-113.34954 41.94909)
2253,AD1_2011__Cameron 2  54,AD1_2011__Cameron 2 ,612.0,190.0,0.3104575163398693,2007-08-29,41.94909,-113.34954,Hymenoptera,Cannot decide,,POINT (-113.34954 41.94909)
2360,AD1_2011__Cameron 2  161,AD1_2011__Cameron 2 ,612.0,44.0,0.0718954248366013,2008-08-15,41.95429,-113.31967,Hymenoptera,Cannot decide,,POINT (-113.31967 41.95429)
2338,AD1_2011__Cameron 2  139,AD1_2011__Cameron 2 ,612.0,124.0,0.20261437908496732,2007-08-30,41.96012,-113.44881,Hymenoptera,Cannot decide,,POINT (-113.44881 41.96012)
2224,AD1_2011__Cameron 2  25,AD1_2011__Cameron 2 ,612.0,84.0,0.13725490196078433,2008-07-10,44.98977,-116.18861,Hymenoptera,Cannot decide,,POINT (-116.18861 44.98977)
2326,AD1_2011__Cameron 2  127,AD1_2011__Cameron 2 ,612.0,52.0,0.08496732026143791,2008-07-10,45.00276,-116.15892,Hymenoptera,Cannot decide,,POINT (-116.15892 45.00276)
2393,AD1_2011__Cameron 2  194,AD1_2011__Cameron 2 ,612.0,16.0,0.026143790849673203,2008-07-08,45.33339,-117.29992,Hymenoptera,Cannot decide,,POINT (-117.29992 45.33339)
2353,AD1_2011__Cameron 2  154,AD1_2011__Cameron 2 ,612.0,63.0,0.10294117647058823,2008-07-06,44.96838,-117.43202,Hymenoptera,Cannot decide,,POINT (-117.43202 44.96838)
2259,AD1_2011__Cameron 2  60,AD1_2011__Cameron 2 ,612.0,240.0,0.39215686274509803,2009-07-23,45.00633,-117.51675,Hymenoptera,Cannot decide,,POINT (-117.51675 45.00633)
2220,AD1_2011__Cameron 2  21,AD1_2011__Cameron 2 ,612.0,212.0,0.3464052287581699,2009-07-23,45.00649,-117.57936,Hymenoptera,Cannot decide,,POINT (-117.57936 45.00649)
2221,AD1_2011__Cameron 2  22,AD1_2011__Cameron 2 ,612.0,130.0,0.21241830065359477,2008-07-06,45.00649,-117.57936,Hymenoptera,Cannot decide,,POINT (-117.57936 45.00649)
2216,AD1_2011__Cameron 2  17,AD1_2011__Cameron 2 ,612.0,15.0,0.024509803921568627,2008-07-07,45.15691,-118.06347,Hymenoptera,Cannot decide,,POINT (-118.06347 45.15691)
2365,AD1_2011__Cameron 2  166,AD1_2011__Cameron 2 ,612.0,138.0,0.22549019607843138,2009-07-18,45.30253,-121.77001,Hymenoptera,Cannot decide,,POINT (-121.77001 45.30253)
2223,AD1_2011__Cameron 2  24,AD1_2011__Cameron 2 ,612.0,212.0,0.3464052287581699,2008-07-21,45.32514,-121.63603,Hymenoptera,Cannot decide,,POINT (-121.63603 45.32514)
2332,AD1_2011__Cameron 2  133,AD1_2011__Cameron 2 ,612.0,328.0,0.5359477124183006,2009-07-18,45.32592,-121.65996,Hymenoptera,Cannot decide,,POINT (-121.65996 45.32592)
2237,AD1_2011__Cameron 2  38,AD1_2011__Cameron 2 ,612.0,172.0,0.28104575163398693,2009-07-18,45.36788,-122.00958,Hymenoptera,Cannot decide,,POINT (-122.00958 45.36788)
2379,AD1_2011__Cameron 2  180,AD1_2011__Cameron 2 ,612.0,96.0,0.1568627450980392,2008-07-27,45.61957,-123.422,Hymenoptera,Cannot decide,,POINT (-123.422 45.61957)
2293,AD1_2011__Cameron 2  94,AD1_2011__Cameron 2 ,612.0,180.0,0.29411764705882354,2009-07-23,45.65833,-118.02528,Hymenoptera,Cannot decide,,POINT (-118.02528 45.65833)
2200,AD1_2011__Cameron 2  1,AD1_2011__Cameron 2 ,612.0,120.0,0.19607843137254902,2008-07-21,45.69103,-121.76563,Hymenoptera,Cannot decide,,POINT (-121.76563 45.69103)
2313,AD1_2011__Cameron 2  114,AD1_2011__Cameron 2 ,612.0,188.0,0.30718954248366015,2009-07-23,45.77617,-118.08175,Hymenoptera,Cannot decide,,POINT (-118.08175 45.77617)
2312,AD1_2011__Cameron 2  113,AD1_2011__Cameron 2 ,612.0,28.0,0.0457516339869281,2009-07-23,45.7788,-118.0876,Hymenoptera,Cannot decide,,POINT (-118.0876 45.7788)
